published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status
2015-01-28,988.00,988.00,988.00,988.00,1.33,,0.00,A
2015-01-29,987.00,987.00,987.00,987.00,-0.14,,0.00,A
2015-02-01,991.00,991.00,991.00,991.00,0.48,,0.00,A
2015-02-02,991.00,991.00,991.00,991.00,-0.07,,0.00,A
2015-02-03,988.00,988.00,988.00,988.00,-0.32,,0.00,A
2015-02-04,987.00,987.00,987.00,987.00,-0.05,,0.00,A
2015-02-05,984.00,984.00,984.00,984.00,-0.28,,0.00,A
2015-02-08,986.00,986.00,986.00,986.00,0.18,,0.00,A
2015-02-09,981.00,981.00,981.00,981.00,-0.54,,0.00,A
2015-02-10,981.00,981.00,981.00,981.00,-0.02,,0.00,A
2015-02-11,981.00,981.00,981.00,981.00,0.05,,0.00,A
2015-02-12,985.00,985.00,985.00,985.00,0.36,,0.00,A
2015-02-15,990.00,990.00,990.00,990.00,0.54,,0.00,A
2015-02-16,987.00,987.00,987.00,987.00,-0.28,,0.00,A
2015-02-18,983.00,983.00,983.00,983.00,-0.45,,0.00,A
2015-02-22,971.00,971.00,971.00,971.00,-1.14,,0.00,A
2015-02-23,974.00,974.00,974.00,974.00,0.26,,0.00,A
2015-02-24,971.00,971.00,971.00,971.00,-0.33,,0.00,A
2015-02-25,971.00,971.00,971.00,971.00,-0.02,,0.00,A
2015-02-26,979.00,979.00,979.00,979.00,0.89,,0.00,A
2015-03-01,976.00,976.00,976.00,976.00,-0.37,,0.00,A
2015-03-02,985.00,985.00,985.00,985.00,0.94,,0.00,A
2015-03-03,981.00,981.00,981.00,981.00,-0.35,,0.00,A
2015-03-04,983.00,983.00,983.00,983.00,0.21,,0.00,A
2015-03-09,989.00,989.00,989.00,989.00,0.54,,0.00,A
2015-03-10,984.00,984.00,984.00,984.00,-0.44,,0.00,A
2015-03-11,984.00,984.00,984.00,984.00,-0.04,,0.00,A
2015-03-12,978.00,978.00,978.00,978.00,-0.57,,0.00,A
2015-03-15,971.00,971.00,971.00,971.00,-0.79,,0.00,A
2015-03-16,959.00,959.00,959.00,959.00,-1.19,,0.00,A
2015-03-17,963.00,963.00,963.00,963.00,0.45,,0.00,A
2015-03-18,964.00,964.00,964.00,964.00,0.08,,0.00,A
2015-03-19,968.00,968.00,968.00,968.00,0.35,,0.00,A
2015-03-22,964.00,964.00,964.00,964.00,-0.36,,0.00,A
2015-03-23,957.00,957.00,957.00,957.00,-0.78,,0.00,A
2015-03-24,954.00,954.00,954.00,954.00,-0.29,,0.00,A
2015-03-25,951.00,951.00,951.00,951.00,-0.27,,0.00,A
2015-03-26,942.00,942.00,942.00,942.00,-0.93,,0.00,A
2015-03-29,942.00,942.00,942.00,942.00,-0.01,,0.00,A
2015-03-30,939.00,939.00,939.00,939.00,-0.34,,0.00,A
2015-03-31,946.00,946.00,946.00,946.00,0.71,,0.00,A
2015-04-01,940.00,940.00,940.00,940.00,-0.66,,0.00,A
2015-04-02,940.00,940.00,940.00,940.00,0.06,,0.00,A
2015-04-05,934.00,934.00,934.00,934.00,-0.62,,0.00,A
2015-04-06,938.00,938.00,938.00,938.00,0.41,,0.00,A
2015-04-07,936.00,936.00,936.00,936.00,-0.28,,0.00,A
2015-04-08,942.00,942.00,942.00,942.00,0.71,,0.00,A
2015-04-09,947.00,947.00,947.00,947.00,0.50,,0.00,A
2015-04-12,952.00,952.00,952.00,952.00,0.54,,0.00,A
2015-04-13,948.00,948.00,948.00,948.00,-0.39,,0.00,A
2015-04-15,944.00,944.00,944.00,944.00,-0.45,,0.00,A
2015-04-16,950.00,950.00,950.00,950.00,0.61,,0.00,A
2015-04-19,946.00,946.00,946.00,946.00,-0.44,,0.00,A
2015-04-20,945.00,945.00,945.00,945.00,-0.08,,0.00,A
2015-04-21,945.00,945.00,945.00,945.00,0.01,,0.00,A
2015-04-22,942.00,942.00,942.00,942.00,-0.33,,0.00,A
2015-04-23,938.00,938.00,938.00,938.00,-0.41,,0.00,A
2015-05-24,910.00,910.00,910.00,910.00,-3.02,,0.00,A
2015-05-25,881.00,881.00,881.00,881.00,-3.22,,0.00,A
2015-05-26,860.00,860.00,860.00,860.00,-2.33,,0.00,A
2015-05-27,838.00,838.00,838.00,838.00,-2.57,,0.00,A
2015-05-28,842.00,842.00,842.00,842.00,0.49,,0.00,A
2015-05-31,872.00,872.00,872.00,872.00,3.56,,0.00,A
2015-06-01,890.00,890.00,890.00,890.00,2.12,,0.00,A
2015-06-02,902.00,902.00,902.00,902.00,1.30,,0.00,A
2015-06-03,925.00,925.00,925.00,925.00,2.61,,0.00,A
2015-06-04,927.00,927.00,927.00,927.00,0.15,,0.00,A
2015-06-07,931.00,931.00,931.00,931.00,0.47,,0.00,A
2015-06-08,945.00,945.00,945.00,945.00,1.54,,0.00,A
2015-06-09,967.00,967.00,967.00,967.00,2.23,,0.00,A
2015-06-10,956.00,956.00,956.00,956.00,-1.13,,0.00,A
2015-06-11,938.00,938.00,938.00,938.00,-1.85,,0.00,A
2015-06-14,928.00,928.00,928.00,928.00,-1.02,,0.00,A
2015-06-15,934.00,934.00,934.00,934.00,0.58,,0.00,A
2015-06-16,931.00,931.00,931.00,931.00,-0.32,,0.00,A
2015-06-17,928.00,928.00,928.00,928.00,-0.31,,0.00,A
2015-06-18,925.00,925.00,925.00,925.00,-0.35,,0.00,A
2015-06-21,918.00,918.00,918.00,918.00,-0.72,,0.00,A
2015-06-22,922.00,922.00,922.00,922.00,0.49,,0.00,A
2015-06-23,926.00,926.00,926.00,926.00,0.39,,0.00,A
2015-06-24,928.00,928.00,928.00,928.00,0.22,,0.00,A
2015-06-25,930.00,930.00,930.00,930.00,0.24,,0.00,A
2015-06-28,938.00,938.00,938.00,938.00,0.82,,0.00,A
2015-06-29,946.00,946.00,946.00,946.00,0.89,,0.00,A
2015-06-30,949.00,949.00,949.00,949.00,0.30,,0.00,A
2015-07-01,946.00,946.00,946.00,946.00,-0.35,,0.00,A
2015-07-02,939.00,939.00,939.00,939.00,-0.72,,0.00,A
2015-07-05,938.00,938.00,938.00,938.00,-0.10,,0.00,A
2015-07-06,937.00,937.00,937.00,937.00,-0.13,,0.00,A
2015-07-07,941.00,941.00,941.00,941.00,0.49,,0.00,A
2015-07-08,943.00,943.00,943.00,943.00,0.19,,0.00,A
2015-07-09,943.00,943.00,943.00,943.00,0.03,,0.00,A
2015-07-12,945.00,945.00,945.00,945.00,0.16,,0.00,A
2015-07-13,944.00,944.00,944.00,944.00,-0.10,,0.00,A
2015-07-14,946.00,946.00,946.00,946.00,0.26,,0.00,A
2015-07-15,951.00,951.00,951.00,951.00,0.45,,0.00,A
2015-07-16,961.00,961.00,961.00,961.00,1.11,,0.00,A
2015-07-22,963.00,963.00,963.00,963.00,0.21,,0.00,A
2015-07-23,1003.00,1003.00,1003.00,1003.00,4.16,,0.00,A
2015-07-26,1054.00,1054.00,1054.00,1054.00,5.04,,0.00,A
2015-07-27,1046.00,1046.00,1046.00,1046.00,-0.72,,0.00,A
2015-07-28,1028.00,1028.00,1028.00,1028.00,-1.75,,0.00,A
2015-07-29,1021.00,1021.00,1021.00,1021.00,-0.66,,0.00,A
2015-07-30,1028.00,1028.00,1028.00,1028.00,0.65,,0.00,A
2015-08-02,1034.00,1034.00,1034.00,1034.00,0.60,,0.00,A
2015-08-03,1030.00,1030.00,1030.00,1030.00,-0.36,,0.00,A
2015-08-04,1030.00,1030.00,1030.00,1030.00,-0.05,,0.00,A
2015-08-05,1034.00,1034.00,1034.00,1034.00,0.40,,0.00,A
2015-08-06,1040.00,1040.00,1040.00,1040.00,0.61,,0.00,A
2015-08-09,1063.00,1063.00,1063.00,1063.00,2.22,,0.00,A
2015-08-10,1081.00,1081.00,1081.00,1081.00,1.69,,0.00,A
2015-08-11,1078.00,1078.00,1078.00,1078.00,-0.38,,0.00,A
2015-08-12,1077.00,1077.00,1077.00,1077.00,-0.05,,0.00,A
2015-08-13,1088.00,1088.00,1088.00,1088.00,1.04,,0.00,A
2015-08-16,1112.00,1112.00,1112.00,1112.00,2.17,,0.00,A
2015-08-17,1158.00,1158.00,1158.00,1158.00,4.10,,0.00,A
2015-08-18,1160.00,1160.00,1160.00,1160.00,0.20,,0.00,A
2015-08-19,1192.00,1192.00,1192.00,1192.00,2.76,,0.00,A
2015-08-20,1201.00,1201.00,1201.00,1201.00,0.76,,0.00,A
2015-08-23,1185.00,1185.00,1185.00,1185.00,-1.35,,0.00,A
2015-08-24,1182.00,1182.00,1182.00,1182.00,-0.25,,0.00,A
2015-08-25,1181.00,1181.00,1181.00,1181.00,-0.03,,0.00,A
2015-08-26,1176.00,1176.00,1176.00,1176.00,-0.49,,0.00,A
2015-08-27,1184.00,1184.00,1184.00,1184.00,0.70,,0.00,A
2015-08-31,1200.00,1200.00,1200.00,1200.00,1.39,,0.00,A
2015-09-01,1191.00,1191.00,1191.00,1191.00,-0.73,,0.00,A
2015-09-02,1176.00,1176.00,1176.00,1176.00,-1.27,,0.00,A
2015-09-03,1169.00,1169.00,1169.00,1169.00,-0.58,,0.00,A
2015-09-06,1167.00,1167.00,1167.00,1167.00,-0.23,,0.00,A
2015-09-07,1171.00,1171.00,1171.00,1171.00,0.37,,0.00,A
2015-09-08,1175.00,1175.00,1175.00,1175.00,0.32,,0.00,A
2015-09-09,1173.00,1173.00,1173.00,1173.00,-0.13,,0.00,A
2015-09-10,1169.00,1169.00,1169.00,1169.00,-0.38,,0.00,A
2015-09-13,1184.00,1184.00,1184.00,1184.00,1.30,,0.00,A
2015-09-14,1194.00,1194.00,1194.00,1194.00,0.86,,0.00,A
2015-09-15,1205.84,1205.84,1205.84,1205.84,0.98,,0.00,A
2015-09-16,1202.81,1202.81,1202.81,1202.81,-0.25,,0.00,A
2015-09-17,1196.02,1196.02,1196.02,1196.02,-0.56,,0.00,A
2015-09-22,1156.08,1156.08,1156.08,1156.08,-3.34,,0.00,A
2015-09-23,1183.36,1183.36,1183.36,1183.36,2.35,,0.00,A
2015-09-24,1176.86,1176.86,1176.86,1176.86,-0.55,,0.00,A
2015-09-28,1160.09,1160.09,1160.09,1160.09,-1.42,,0.00,A
2015-09-29,1169.30,1169.30,1169.30,1169.30,0.79,,0.00,A
2015-09-30,1181.28,1181.28,1181.28,1181.28,1.02,,0.00,A
2015-10-01,1178.74,1178.74,1178.74,1178.74,-0.22,,0.00,A
2015-10-04,1183.48,1183.48,1183.48,1183.48,0.40,,0.00,A
2015-10-05,1171.27,1171.27,1171.27,1171.27,-1.03,,0.00,A
2015-10-06,1158.79,1158.79,1158.79,1158.79,-1.07,,0.00,A
2015-10-07,1149.45,1149.45,1149.45,1149.45,-0.81,,0.00,A
2015-10-08,1162.06,1162.06,1162.06,1162.06,1.10,,0.00,A
2015-10-11,1143.88,1143.88,1143.88,1143.88,-1.56,,0.00,A
2015-10-14,1135.09,1135.09,1135.09,1135.09,-0.77,,0.00,A
2015-10-15,1134.47,1134.47,1134.47,1134.47,-0.05,,0.00,A
2015-10-18,1119.83,1119.83,1119.83,1119.83,-1.29,,0.00,A
2015-10-19,1127.42,1127.42,1127.42,1127.42,0.68,,0.00,A
2015-10-25,1121.05,1121.05,1121.05,1121.05,-0.56,,0.00,A
2015-10-27,1091.73,1091.73,1091.73,1091.73,-2.62,,0.00,A
2015-10-28,1084.37,1084.37,1084.37,1084.37,-0.67,,0.00,A
2015-10-29,1092.04,1092.04,1092.04,1092.04,0.71,,0.00,A
2015-11-01,1088.30,1088.30,1088.30,1088.30,-0.34,,0.00,A
2015-11-02,1091.83,1091.83,1091.83,1091.83,0.32,,0.00,A
2015-11-03,1085.87,1085.87,1085.87,1085.87,-0.55,,0.00,A
2015-11-04,1092.30,1092.30,1092.30,1092.30,0.59,,0.00,A
2015-11-05,1090.68,1090.68,1090.68,1090.68,-0.15,,0.00,A
2015-11-08,1086.57,1086.57,1086.57,1086.57,-0.38,,0.00,A
2015-11-09,1107.43,1107.43,1107.43,1107.43,1.92,,0.00,A
2015-11-10,1109.29,1109.29,1109.29,1109.29,0.17,,0.00,A
2015-11-15,1100.09,1100.09,1100.09,1100.09,-0.83,,0.00,A
2015-11-16,1094.18,1094.18,1094.18,1094.18,-0.54,,0.00,A
2015-11-18,1099.25,1099.25,1099.25,1099.25,0.46,,0.00,A
2015-11-19,1094.57,1094.57,1094.57,1094.57,-0.43,,0.00,A
2015-11-22,1071.38,1071.38,1071.38,1071.38,-2.12,,0.00,A
2015-11-23,1075.80,1075.80,1075.80,1075.80,0.41,,0.00,A
2015-11-24,1066.69,1066.69,1066.69,1066.69,-0.85,,0.00,A
2015-11-25,1056.42,1056.42,1056.42,1056.42,-0.96,,0.00,A
2015-11-26,1044.01,1044.01,1044.01,1044.01,-1.17,,0.00,A
2015-11-29,1022.77,1022.77,1022.77,1022.77,-2.03,,0.00,A
2015-11-30,1034.12,1034.12,1034.12,1034.12,1.11,,0.00,A
2015-12-01,1066.38,1066.38,1066.38,1066.38,3.12,,0.00,A
2015-12-02,1062.78,1062.78,1062.78,1062.78,-0.34,,0.00,A
2015-12-03,1072.94,1072.94,1072.94,1072.94,0.96,,0.00,A
2015-12-06,1102.84,1102.84,1102.84,1102.84,2.79,,0.00,A
2015-12-07,1107.94,1107.94,1107.94,1107.94,0.46,,0.00,A
2015-12-08,1107.23,1107.23,1107.23,1107.23,-0.06,,0.00,A
2015-12-09,1122.79,1122.79,1122.79,1122.79,1.41,,0.00,A
2015-12-10,1119.35,1119.35,1119.35,1119.35,-0.31,,0.00,A
2015-12-13,1118.57,1118.57,1118.57,1118.57,-0.07,,0.00,A
2015-12-14,1120.18,1120.18,1120.18,1120.18,0.14,,0.00,A
2015-12-15,1121.02,1121.02,1121.02,1121.02,0.07,,0.00,A
2015-12-16,1116.19,1116.19,1116.19,1116.19,-0.43,,0.00,A
2015-12-17,1110.68,1110.68,1110.68,1110.68,-0.49,,0.00,A
2015-12-20,1118.81,1118.81,1118.81,1118.81,0.73,,0.00,A
2015-12-21,1131.52,1131.52,1131.52,1131.52,1.12,,0.00,A
2015-12-22,1138.18,1138.18,1138.18,1138.18,0.59,,0.00,A
2015-12-23,1133.34,1133.34,1133.34,1133.34,-0.43,,0.00,A
2015-12-24,1137.03,1137.03,1137.03,1137.03,0.33,,0.00,A
2015-12-27,1135.47,1135.47,1135.47,1135.47,-0.14,,0.00,A
2015-12-28,1131.95,1131.95,1131.95,1131.95,-0.31,,0.00,A
2015-12-29,1142.17,1142.17,1142.17,1142.17,0.90,,0.00,A
2015-12-31,1151.38,1151.38,1151.38,1151.38,0.81,,0.00,A
2016-01-04,1154.62,1154.62,1154.62,1154.62,-0.54,,0.00,A
2016-01-05,1146.11,1146.11,1146.11,1146.11,-0.68,,0.00,A
2016-01-06,1149.89,1149.89,1149.89,1149.89,0.27,,0.00,A
2016-01-07,1164.14,1164.14,1164.14,1164.14,1.24,,0.00,A
2016-01-10,1167.18,1167.18,1167.18,1167.18,0.26,,0.00,A
2016-01-11,1168.81,1168.81,1168.81,1168.81,0.14,,0.00,A
2016-01-12,1173.60,1173.60,1173.60,1173.60,0.41,,0.00,A
2016-01-13,1180.98,1180.98,1180.98,1180.98,0.63,,0.00,A
2016-01-14,1190.16,1190.16,1190.16,1190.16,0.78,,0.00,A
2016-01-17,1212.00,1212.00,1212.00,1212.00,1.84,,0.00,A
2016-01-18,1214.31,1214.31,1214.31,1214.31,0.19,,0.00,A
2016-01-19,1213.71,1213.71,1213.71,1213.71,-0.05,,0.00,A
2016-01-20,1213.57,1213.57,1213.57,1213.57,-0.01,,0.00,A
2016-01-21,1212.32,1212.32,1212.32,1212.32,-0.10,,0.00,A
2016-01-24,1219.62,1219.62,1219.62,1219.62,0.60,,0.00,A
2016-01-25,1222.43,1222.43,1222.43,1222.43,0.23,,0.00,A
2016-01-26,1218.39,1218.39,1218.39,1218.39,-0.33,,0.00,A
2016-01-27,1216.96,1216.96,1216.96,1216.96,-0.12,,0.00,A
2016-01-28,1216.11,1216.11,1216.11,1216.11,-0.07,,0.00,A
2016-01-31,1220.70,1220.70,1220.70,1220.70,0.38,,0.00,A
2016-02-01,1238.02,1238.02,1238.02,1238.02,1.42,,0.00,A
2016-02-02,1240.07,1240.07,1240.07,1240.07,0.17,,0.00,A
2016-02-03,1242.13,1242.13,1242.13,1242.13,0.17,,0.00,A
2016-02-04,1251.42,1251.42,1251.42,1251.42,0.75,,0.00,A
2016-02-07,1262.82,1262.82,1262.82,1262.82,0.91,,0.00,A
2016-02-08,1263.75,1263.75,1263.75,1263.75,0.07,,0.00,A
2016-02-11,1263.72,1263.72,1263.72,1263.72,0.00,,0.00,A
2016-02-14,1259.35,1259.35,1259.35,1259.35,-0.35,,0.00,A
2016-02-15,1258.23,1258.23,1258.23,1258.23,-0.09,,0.00,A
2016-02-16,1257.34,1257.34,1257.34,1257.34,-0.07,,0.00,A
2016-02-17,1266.08,1266.08,1266.08,1266.08,0.70,,0.00,A
2016-02-18,1273.28,1273.28,1273.28,1273.28,0.57,,0.00,A
2016-02-21,1278.92,1278.92,1278.92,1278.92,0.44,,0.00,A
2016-02-22,1291.81,1291.81,1291.81,1291.81,1.01,,0.00,A
2016-02-23,1285.93,1285.93,1285.93,1285.93,-0.46,,0.00,A
2016-02-24,1279.90,1279.90,1279.90,1279.90,-0.47,,0.00,A
2016-02-25,1283.52,1283.52,1283.52,1283.52,0.28,,0.00,A
2016-02-28,1283.67,1283.67,1283.67,1283.67,0.01,,0.00,A
2016-02-29,1283.94,1283.94,1283.94,1283.94,0.02,,0.00,A
2016-03-01,1289.52,1289.52,1289.52,1289.52,0.43,,0.00,A
2016-03-02,1295.78,1295.78,1295.78,1295.78,0.49,,0.00,A
2016-03-03,1300.76,1300.76,1300.76,1300.76,0.38,,0.00,A
2016-03-06,1306.54,1306.54,1306.54,1306.54,0.44,,0.00,A
2016-03-10,1318.03,1318.03,1318.03,1318.03,0.88,,0.00,A
2016-03-13,1318.88,1318.88,1318.88,1318.88,0.06,,0.00,A
2016-03-14,1312.20,1312.20,1312.20,1312.20,-0.51,,0.00,A
2016-03-15,1312.85,1312.85,1312.85,1312.85,0.05,,0.00,A
2016-03-16,1315.77,1315.77,1315.77,1315.77,0.22,,0.00,A
2016-03-17,1326.53,1326.53,1326.53,1326.53,0.82,,0.00,A
2016-03-20,1343.93,1343.93,1343.93,1343.93,1.31,,0.00,A
2016-03-21,1342.07,1342.07,1342.07,1342.07,-0.14,,0.00,A
2016-03-23,1345.53,1345.53,1345.53,1345.53,0.26,,0.00,A
2016-03-24,1357.14,1357.14,1357.14,1357.14,0.86,,0.00,A
2016-03-27,1377.33,1377.33,1377.33,1377.33,1.49,,0.00,A
2016-03-28,1374.75,1374.75,1374.75,1374.75,-0.19,,0.00,A
2016-03-29,1370.04,1370.04,1370.04,1370.04,-0.34,,0.00,A
2016-03-30,1362.98,1362.98,1362.98,1362.98,-0.86,,0.00,A
2016-03-31,1355.48,1355.48,1355.48,1355.48,-0.55,,0.00,A
2016-04-03,1351.54,1351.54,1351.54,1351.54,-0.29,,0.00,A
2016-04-04,1362.53,1362.53,1362.53,1362.53,0.81,,0.00,A
2016-04-05,1375.26,1375.26,1375.26,1375.26,0.93,,0.00,A
2016-04-06,1377.42,1377.42,1377.42,1377.42,0.16,,0.00,A
2016-04-10,1382.42,1382.42,1382.42,1382.42,0.36,,0.00,A
2016-04-11,1383.85,1383.85,1383.85,1383.85,0.10,,0.00,A
2016-04-12,1388.63,1388.63,1388.63,1388.63,0.35,,0.00,A
2016-04-14,1405.78,1405.78,1405.78,1405.78,1.24,,0.00,A
2016-04-17,1409.43,1409.43,1409.43,1409.43,0.26,,0.00,A
2016-04-18,1428.60,1428.60,1428.60,1428.60,1.36,,0.00,A
2016-04-19,1430.81,1430.81,1430.81,1430.81,0.15,,0.00,A
2016-04-20,1440.69,1440.69,1440.69,1440.69,0.69,,0.00,A
2016-04-21,1441.67,1441.67,1441.67,1441.67,0.07,,0.00,A
2016-04-24,1454.35,1454.35,1454.35,1454.35,0.88,,0.00,A
2016-04-25,1461.75,1461.75,1461.75,1461.75,0.51,,0.00,A
2016-04-26,1453.11,1453.11,1453.11,1453.11,-0.59,,0.00,A
2016-04-27,1458.38,1458.38,1458.38,1458.38,0.36,,0.00,A
2016-04-28,1464.91,1464.91,1464.91,1464.91,0.45,,0.00,A
2016-05-02,1474.47,1474.47,1474.47,1474.47,0.65,,0.00,A
2016-05-03,1471.95,1471.95,1471.95,1471.95,-0.17,,0.00,A
2016-05-04,1468.11,1468.11,1468.11,1468.11,-0.26,,0.00,A
2016-05-05,1463.13,1463.13,1463.13,1463.13,-0.34,,0.00,A
2016-05-08,1472.69,1472.69,1472.69,1472.69,0.65,,0.00,A
2016-05-09,1482.90,1482.90,1482.90,1482.90,0.69,,0.00,A
2016-05-10,1484.04,1484.04,1484.04,1484.04,0.08,,0.00,A
2016-05-11,1481.18,1481.18,1481.18,1481.18,-0.19,,0.00,A
2016-05-12,1481.94,1481.94,1481.94,1481.94,0.05,,0.00,A
2016-05-15,1477.38,1477.38,1477.38,1477.38,-0.31,,0.00,A
2016-05-16,1467.51,1467.51,1467.51,1467.51,-0.67,,0.00,A
2016-05-17,1483.68,1483.68,1483.68,1483.68,1.10,,0.00,A
2016-05-18,1496.41,1496.41,1496.41,1496.41,0.86,,0.00,A
2016-05-19,1499.32,1499.32,1499.32,1499.32,0.19,,0.00,A
2016-05-22,1509.39,1509.39,1509.39,1509.39,0.67,,0.00,A
2016-05-23,1524.07,1524.07,1524.07,1524.07,0.97,,0.00,A
2016-05-24,1544.53,1544.53,1544.53,1544.53,1.34,,0.00,A
2016-05-25,1524.12,1524.12,1524.12,1524.12,-1.32,,0.00,A
2016-05-26,1525.09,1525.09,1525.09,1525.09,0.06,,0.00,A
2016-05-29,1522.25,1522.25,1522.25,1522.25,-0.19,,1152870016.00,A
2016-05-30,1526.96,1526.96,1526.96,1526.96,0.31,,1148169984.00,A
2016-05-31,1532.12,1532.12,1532.12,1532.12,0.34,,1298520064.00,A
2016-06-01,1523.56,1523.56,1523.56,1523.56,-0.56,,1196009984.00,A
2016-06-02,1518.12,1518.12,1518.12,1518.12,-0.36,,1009539968.00,A
2016-06-05,1483.14,1483.14,1483.14,1483.14,-2.30,,1246659968.00,A
2016-06-06,1483.21,1516.80,1483.21,1516.80,2.27,,1078499968.00,A
2016-06-07,1516.80,1537.98,1516.80,1531.49,0.97,,1123600000.00,A
2016-06-08,1531.49,1547.65,1529.24,1546.80,1.00,,1269299968.00,A
2016-06-09,1566.70,1566.70,1566.70,1566.70,1.29,,1867000064.00,A
2016-06-12,1566.70,1602.00,1564.45,1597.96,2.00,,1919480064.00,A
2016-06-13,1597.96,1626.03,1595.86,1609.59,0.73,,1671020032.00,A
2016-06-14,1614.15,1614.15,1614.15,1614.15,0.28,,1676819968.00,A
2016-06-15,1620.47,1620.47,1620.47,1620.47,0.39,,1369689984.00,A
2016-06-16,1632.94,1632.94,1632.94,1632.94,0.77,,1997389952.00,A
2016-06-19,1632.94,1637.27,1617.51,1622.27,-0.65,,1463939968.00,A
2016-06-20,1632.94,1625.76,1609.38,1615.10,-0.44,,1115449984.00,A
2016-06-21,1615.22,1628.92,1615.22,1628.81,0.85,,1196109952.00,A
2016-06-22,1628.81,1651.86,1628.84,1647.51,1.15,,1751960064.00,A
2016-06-23,1648.17,1670.71,1648.17,1666.29,1.14,,1894710016.00,A
2016-06-26,1666.29,1688.48,1665.27,1685.17,1.13,,1461120000.00,A
2016-06-27,1685.17,1721.77,1693.68,1721.77,2.17,,1508530048.00,A
2016-06-28,1712.84,1733.28,1711.68,1724.19,0.66,,1700720000.00,A
2016-06-29,1724.19,1732.68,1721.24,1724.59,0.02,,1457209984.00,A
2016-06-30,1724.59,1734.21,1707.66,1723.23,-0.08,,1599010048.00,A
2016-07-03,1723.23,1725.47,1709.34,1719.20,-0.23,,1720080000.00,A
2016-07-04,1723.23,1724.02,1714.84,1716.83,-0.14,,1423340032.00,A
2016-07-05,1716.83,1717.95,1705.06,1713.03,-0.22,,1160760064.00,A
2016-07-06,1713.03,1723.34,1712.94,1715.72,0.16,,1173100032.00,A
2016-07-10,1715.77,1732.22,1715.77,1722.53,0.40,,1324669952.00,A
2016-07-11,1722.53,1727.37,1701.94,1702.27,-1.18,,859897024.00,A
2016-07-12,1702.27,1709.48,1654.02,1693.07,-0.54,,1093299968.00,A
2016-07-13,1693.07,1696.57,1671.05,1690.43,-0.16,,1018860032.00,A
2016-07-14,1690.43,1725.01,1689.52,1718.15,1.64,,1356649984.00,A
2016-07-17,1720.52,1749.96,1715.12,1745.74,1.61,,1285520000.00,A
2016-07-18,1745.74,1786.68,1745.74,1786.57,2.34,,1839369984.00,A
2016-07-19,1786.57,1813.42,1785.33,1800.47,0.78,,2101240064.00,A
2016-07-20,1800.47,1813.44,1782.57,1786.84,-0.76,,2057750016.00,A
2016-07-21,1786.84,1804.75,1779.71,1798.83,0.67,,1429859968.00,A
2016-07-25,1798.83,1838.59,1798.83,1838.49,2.20,,2158749952.00,A
2016-07-26,1838.49,1869.08,1837.97,1866.50,1.52,,2177649920.00,A
2016-07-27,1866.50,1888.36,1866.26,1881.45,0.80,,2178769920.00,A
2016-07-28,1881.45,1888.01,1863.32,1877.93,-0.19,,2106669952.00,A
2016-07-31,1877.93,1878.02,1861.13,1862.76,-0.81,,1715219968.00,A
2016-08-01,1863.05,1866.89,1831.61,1845.41,-0.93,,1496390016.00,A
2016-08-02,1845.41,1846.91,1824.66,1826.47,-1.03,,1364979968.00,A
2016-08-03,1826.47,1831.70,1795.89,1813.72,-0.70,,1245689984.00,A
2016-08-04,1813.72,1814.04,1768.68,1768.60,-2.49,,1403490048.00,A
2016-08-07,1768.60,1805.75,1759.24,1764.72,-0.22,,1495219968.00,A
2016-08-08,1764.72,1766.14,1675.91,1675.91,-5.03,,854620032.00,A
2016-08-09,1675.91,1760.42,1675.92,1760.42,5.04,,294799008.00,A
2016-08-10,1760.74,1789.49,1741.03,1779.57,1.09,,1933049984.00,A
2016-08-11,1779.57,1789.05,1768.02,1774.87,-0.26,,1188630016.00,A
2016-08-14,1774.87,1775.03,1730.95,1733.93,-2.31,,1096530048.00,A
2016-08-15,1733.93,1735.51,1685.26,1694.81,-2.26,,1126070016.00,A
2016-08-16,1694.81,1718.00,1681.67,1717.45,1.34,,983681984.00,A
2016-08-17,1717.45,1742.16,1716.47,1735.06,1.03,,948409984.00,A
2016-08-21,1734.93,1744.84,1719.78,1722.43,-0.73,,618347008.00,A
2016-08-22,1722.43,1725.97,1683.12,1683.12,-2.28,,788593984.00,A
2016-08-23,1683.12,1704.71,1674.85,1681.86,-0.08,,810753024.00,A
2016-08-24,1681.86,1731.07,1682.14,1730.62,2.90,,949550976.00,A
2016-08-28,1730.62,1758.90,1730.48,1748.23,1.02,,1310380032.00,A
2016-08-29,1748.23,1767.60,1747.71,1766.54,1.05,,1410509952.00,A
2016-08-30,1766.54,1790.29,1766.07,1788.08,1.22,,1400060032.00,A
2016-08-31,1788.08,1799.39,1781.43,1797.45,0.52,,1154460032.00,A
2016-09-01,1797.45,1806.13,1797.49,1805.18,0.43,,1293500032.00,A
2016-09-04,1805.18,1821.71,1804.33,1819.83,0.81,,1607699968.00,A
2016-09-05,1819.83,1840.78,1819.50,1838.90,1.05,,1791680000.00,A
2016-09-06,1838.90,1854.69,1818.36,1834.80,-0.22,,1760120064.00,A
2016-09-07,1834.80,1838.83,1818.64,1824.83,-0.54,,1533389952.00,A
2016-09-08,1824.83,1829.27,1816.90,1823.05,-0.10,,1383559936.00,A
2016-09-11,1823.05,1829.20,1815.61,1816.81,-0.34,,1093270016.00,A
2016-09-12,1816.81,1819.95,1809.31,1818.69,0.10,,1076189952.00,A
